Distance,Gravitational_Force,Propulsion_Technology,Travel_Time
443.0763957706564,0.9453031382347472,2,280.5402975671662
61.18557237152646,1.8209320085671008,3,103.93284576201533
299.3192486874848,1.428722155413658,1,194.1738866839099
149.00159215324885,1.4748585763339712,2,118.24209400875236
268.5904424894623,1.8817031953563954,2,185.4545642310623
257.83800109913386,0.9916475261608391,2,151.35619124699568
82.57232360742216,0.8041405452437675,2,89.41814394457792
415.4866016849497,0.9440951861820698,2,256.83655058551085
66.30410586074616,1.624789402943142,3,95.8429720422059
157.27514616733055,0.9328728442971024,3,98.79464269861418
409.54812398335446,1.4278721815901263,2,262.28553028938006
161.73886073960705,0.9988332200687802,1,121.1419777870667
273.5114996442354,1.992566262870853,2,194.3641719693627
245.33225824807585,0.556408763180089,2,141.04921186216706
346.856284601796,0.7585323766634193,3,192.4914712180364
151.98808264998047,0.6212270260666948,2,104.29910631116948
464.0780373194901,1.868364642106386,2,327.9787344719615
70.05060633745875,0.7316689856614561,2,86.86554400974424
215.91922548815865,1.8833057759914258,3,150.02003930996622
122.07224779673902,1.8307625022580754,1,135.5823878012422
471.6001944535941,0.9064088274340547,3,296.13016646457515
119.14718294621164,1.2225611729775812,3,93.33259207672543
229.0585807135742,1.52660978576207,3,140.25693969307707
91.85486433376522,1.7374517405930336,1,124.66187884996796
282.5974244546642,1.5265058332693946,2,177.64677687277577
60.595034696608906,1.826178847444345,2,114.12264388713967
194.13577735779026,0.5130824401464977,3,108.36405402297814
486.9626484149109,1.250369570927879,1,336.9069103310637
358.9595857642706,0.6608315701258705,1,220.29490454007225
313.1099496483168,1.3811938450805186,3,181.21233345885707
156.97211099726388,0.9989479732111949,2,109.62447982468902
435.39348425387504,1.9576185847619456,1,317.07810612299795
67.9371805323677,1.8497696573914268,2,116.26176175731044
488.07769077810246,1.3823077597360125,3,321.4262260044852
442.14055216019653,1.2816289999127857,1,296.0141131378957
133.28747511961427,1.0870032695244123,3,94.18743648646645
267.586311723157,1.0057951544884132,2,156.68986626927892
281.41044111960343,1.0835645282862605,2,165.55296741944105
226.13942853634745,0.9369278510008112,2,135.25137580813688
430.64355417939083,0.9711886450448624,1,280.0340322638566
96.49966019691266,1.8593418365801955,2,121.4523217698833
441.1179508771118,1.9552161355341542,3,301.95773346220113
178.53474222528956,0.5683167990976417,1,122.79244030157214
438.9651487752801,0.609001459185275,3,263.8197426020847
289.4811458934519,0.8947215151115444,3,157.38057564347162
471.3060795395798,1.905094753178658,1,346.70104191733674
147.9400811490471,0.9848714816847997,2,106.6627556041786
497.85587212950486,1.8668353252276393,3,350.3907669126021
194.05795917766824,0.6453923998100635,1,129.00262235720177
335.9318642957058,1.6247618615923232,3,204.29586444293324
76.4349830423938,1.8130474775993424,3,105.64102153995091
485.9796429092715,1.8718828099258125,2,348.97108776253793
196.9318232549666,0.9817253278980781,3,113.51300186822294
262.3070875073572,1.4075846183344565,3,152.74920617234653
201.2055945519977,0.5285615656699666,3,111.22203187038393
352.2415199283877,1.92401692561247,1,249.68611331211886
454.0265115097688,1.1690084887968468,2,294.1277962068744
300.3594206508129,1.6020621345504693,3,180.7750696418488
476.4392672193057,1.8963572291245416,3,331.09249725258917
439.063100512756,0.9224819538490516,2,276.7014422036972
137.77112569164103,1.9656867625469645,3,126.95720877336394
230.7096555240184,1.7600126529670868,3,150.48641306370052
209.03859782714215,1.9863566953957705,3,152.88410860029236
210.2244086256569,1.029210130044921,1,139.64537702318378
225.7976178040207,1.0634692597325772,1,146.99830668691257
262.1113104881076,1.9199742412340741,2,184.09035474818165
136.03214598660747,1.0185960335916215,3,93.78890458627723
379.3073002641676,1.6793455068348562,2,247.55449020435495
209.62383156741473,0.6202920323658654,3,115.13547541288096
320.33951264279665,1.4346989449026697,3,187.3830455832466
314.5751989618273,1.4472499602864122,2,194.11411580954285
63.05594197789988,1.4359572350777925,3,88.7805783574877
499.94088608911215,1.3061400950100037,3,331.08227731445294
94.21089468648282,1.1713563190689584,3,86.91163995271032
82.4574953626608,0.7565181896494764,2,88.96409012779411
240.95794674307754,0.5941854397449158,2,139.10963677233542
488.9926091343116,0.8970813789019749,1,332.7234254150445
320.10800622196285,0.6762627288507133,2,184.01551613910834
242.17228103765007,1.826795991684526,1,179.12918177942865
455.34159163016494,1.5188918220201428,1,314.85662804514976
407.92111357958026,1.359648386764212,1,268.9671622682639
453.67684033350974,1.2197737058462785,2,294.8968641487885
311.76949995866335,0.9639792089060302,1,191.67913801451863
182.17830856776166,0.8212218496977091,2,115.95811806065748
478.6584977878135,0.6723676313674933,1,320.63377135372696
153.90478781713364,1.7321672856946781,3,119.67268769472402
415.95852525209006,0.9512359603214782,2,257.3251233204562
492.3602247474998,1.5253420846103944,2,340.1634176233149
443.3313513108539,0.7284585139773463,1,288.47547618743323
102.1551548037701,1.5927148064605032,2,110.6371960648699
104.22283970695737,0.914800100672482,1,104.69019482927241
371.5750964039074,1.0249394015341466,2,223.45155045508386
220.4942963089061,1.901505134239364,1,172.99430230559886
105.19537878152303,1.5300056457041635,3,98.97415095815276
489.2254925876362,1.744332155236457,2,345.8789333355946
415.5589231029693,1.616292004649027,1,283.8012234768802
161.1775789763792,1.76977817565544,3,123.69395396871667
74.12506063984597,1.1991836430472047,2,94.11690329785634
63.4587251147944,0.8415346534539692,2,87.00680225845505
483.2355133146736,1.432700557192202,1,338.2205884030533
117.67392938768161,1.1268779817923869,3,91.00200614125686
126.11667911699334,1.2401015413313254,2,105.44087889254753
461.3493935015695,1.5835104591146631,1,322.69656781533604
446.170133300877,1.5224260800074931,3,286.71104034756377
299.0026986824796,1.7550580060528482,3,186.43251318437632
288.14793206548984,1.9453313904619884,1,209.83795695882503
103.81278521234327,1.2495799898160116,3,90.53287869214682
369.16392626387244,0.7356714971254498,3,208.2727776953557
103.93030088439804,0.7546674502951864,3,82.95050964447923
216.87250094768726,1.3118584549238734,3,128.3220439850666
378.35717181385496,1.1807043525020011,3,221.38402935227327
212.13801025287884,0.5695735763558556,1,135.92642377274052
121.9669643507996,1.4818831190362212,2,111.14685090964045
151.8351168613837,1.1447988973065442,3,100.55556677198545
301.5393463803729,1.2365756869728755,3,170.38033696118538
143.52880644283908,1.4532369385000208,2,115.94595628794592
450.0494517597601,1.6685304169264286,2,305.7704003097272
449.99556167287113,1.8481285875638305,1,324.0581540421908
402.01519811860487,1.169752120534783,2,249.61919576361217
69.51854175224604,1.3283219270260025,1,106.55154365225822
83.11213672557565,1.3055573607260027,1,108.03410946670543
83.59332973095769,0.9319275975619306,3,81.03468933136097
109.57657405847627,1.996792557304891,2,131.81488748635962
251.50656856874386,1.894120850573405,1,187.2331821610703
107.97571739821684,1.5171536861524602,2,109.11933829391958
491.28605294942463,1.0115486396136282,2,326.53722368425565
60.58251352891832,0.8864956112762004,3,77.15361228356068
140.79000603701954,1.4798094774288948,2,116.02452679610766
220.4556329639048,0.9881440210365691,3,123.42494655198897
225.53296988695746,0.8545047925996424,2,133.98482539065586
260.58386971825263,1.0038436049007373,1,162.96182911424341
455.5611100052222,1.0086531518599844,2,292.6668486222585
289.5303014839762,1.2807000576858911,2,174.3307695063567
178.0794620941385,1.8661646910573262,1,154.2075467641649
370.69491308384437,0.9871696569326606,3,212.22472214526923
131.3779386050779,0.526818411907971,3,87.99122244356283
358.5090198863007,1.4863686244838534,3,214.9478265756022
399.7922997465472,1.8951245682501388,1,283.86555516822733
118.53332824066713,1.1765673737142301,3,92.19382442671424
86.95509356564637,1.3499380209049394,1,109.86136902128642
229.23921535358144,0.7043465549566763,2,134.2977638171145
58.782533728894606,1.6616889976131326,1,116.39675035557312
377.692762570199,1.6637749239096866,2,245.67969069801407
259.6406262394434,1.4404680632043814,3,152.35773816462847
228.23821838647157,1.8325811114430537,1,172.86496055552482
442.4316883784955,1.2562413232682628,3,275.6584365008498
349.1062529019451,1.483556979348688,3,208.2012850304
111.456182182653,1.000149854294126,2,97.42472869800609
148.8470336949257,1.5096820374450297,1,129.35932193321304
61.928569090371184,1.588675903697875,2,103.88337275461237
124.93394811736866,1.7682344946309472,3,113.25177184471177
72.29207245886296,1.70166755564242,2,109.86350320959804
270.68439325621733,0.9665619520134823,2,157.78505464256824
106.06139880002507,0.8181568510474383,2,93.98731206931086
70.6552190121371,1.9638676918429625,2,122.86315193347836
331.84490057608485,0.9890064014382396,1,204.95794030467715
461.08031303451884,1.618134408482923,1,323.7793387343738
121.75071311819647,1.370377896659356,1,117.69064319331933
216.25374801766898,1.8064615573578862,1,166.24084386472273
418.8601824606711,1.3663676335431545,3,258.19862452078405
351.3675600328235,0.5784377757963607,2,204.4268604737617
433.50809049279593,1.9797637676446083,2,306.72733430018314
410.40456934435275,0.5800670363152314,3,239.40780884306844
240.25876743756137,1.5124803587492042,2,155.02400174354142
487.99489849199887,1.1960558096624045,3,316.69410615560605
211.24915328291368,1.7162087930931693,1,159.90057672243574
92.6048885029401,0.8918282341569589,1,102.12227719090747
433.9052500247932,1.5979467968316903,2,288.6750241295753
431.51487870726436,1.353346644763421,1,288.598681435009
